model,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,car_age
 A Class,10.081675578048475,Semi-Auto,9.447702360527948,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 GLE Class,10.515356887954205,Semi-Auto,7.839525581704678,Diesel,145.0,32.5,2.9,Mercedes-Benz,0.6931471805599453
 A Class,10.122663242288953,Semi-Auto,8.641709066113805,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 E Class,10.515356887954205,Semi-Auto,9.324293862052029,Diesel,145.0,38.2,3.0,Mercedes-Benz,1.0986122886681098
 GLC Class,10.288783966353765,Semi-Auto,10.153740306328956,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.6094379124341003
 C Class,10.416341118636355,Semi-Auto,5.365976015021851,Diesel,145.0,64.2,2.0,Mercedes-Benz,0.6931471805599453
 C Class,10.27163147557801,Semi-Auto,7.256297239690681,Petrol,145.0,43.5,2.0,Mercedes-Benz,1.0986122886681098
 GLC Class,10.431199791458543,Semi-Auto,8.9082888855571,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.3862943611198906
 E Class,10.515356887954205,Semi-Auto,6.647688373563329,Petrol,145.0,33.7,2.0,Mercedes-Benz,0.6931471805599453
 C Class,10.063946862472948,Automatic,8.902727664035522,Petrol,145.0,40.4,2.0,Mercedes-Benz,1.3862943611198906
 C Class,10.029194665158862,Automatic,9.624699147254466,Diesel,145.0,61.4,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.291501267030537,Semi-Auto,8.101677747454572,Petrol,145.0,44.1,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.165120780630861,Semi-Auto,9.122273893107732,Diesel,145.0,64.2,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.042423066556905,Semi-Auto,9.01249900352419,Diesel,145.0,56.5,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.02042578700401,Semi-Auto,9.23824732522919,Diesel,145.0,56.5,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.011489576337405,Semi-Auto,9.494390858193913,Diesel,145.0,56.5,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.033682134193954,Semi-Auto,9.11173476822206,Diesel,145.0,56.5,2.0,Mercedes-Benz,1.0986122886681098
 A Class,9.975622150295328,Semi-Auto,9.291736010180177,Petrol,145.0,28.5,1.3,Mercedes-Benz,1.0986122886681098
 E Class,10.515356887954205,Semi-Auto,7.306531398939505,Diesel,145.0,57.7,2.0,Mercedes-Benz,0.6931471805599453
 C Class,10.176601523624978,Semi-Auto,9.386308454797962,Diesel,145.0,51.4,2.0,Mercedes-Benz,1.0986122886681098
 E Class,10.462989048226156,Semi-Auto,8.298290634359283,Diesel,145.0,57.7,2.0,Mercedes-Benz,1.0986122886681098
 GLC Class,10.515356887954205,Semi-Auto,8.517193191416238,Diesel,145.0,40.9,2.0,Mercedes-Benz,0.6931471805599453
 GLE Class,10.515356887954205,Semi-Auto,8.517193191416238,Petrol,145.0,29.5,3.0,Mercedes-Benz,0.6931471805599453
 C Class,10.203443985863297,Semi-Auto,8.771525284186465,Diesel,145.0,64.2,2.0,Mercedes-Benz,1.0986122886681098
 E Class,10.515356887954205,Semi-Auto,9.080345575359996,Diesel,145.0,46.3,3.0,Mercedes-Benz,1.0986122886681098
 C Class,10.292043842241378,Automatic,8.708309295891688,Diesel,145.0,54.3,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.085642428772983,Semi-Auto,9.253591413970497,Petrol,145.0,45.6,1.5,Mercedes-Benz,1.0986122886681098
 C Class,10.315000999178496,Automatic,7.488293515159428,Diesel,145.0,55.4,2.0,Mercedes-Benz,1.0986122886681098
 B Class,9.95208722237219,Semi-Auto,9.390659926099465,Petrol,145.0,45.6,1.3,Mercedes-Benz,1.0986122886681098
 B Class,9.740733301234702,Semi-Auto,9.261033486291701,Diesel,95.0,68.9,2.1,Mercedes-Benz,1.6094379124341003
 E Class,9.54652685348758,Semi-Auto,11.152579505377,Diesel,175.0,45.6,3.0,Mercedes-Benz,2.1972245773362196
 E Class,9.903287532533462,Semi-Auto,9.96019864412017,Diesel,145.0,50.4,3.0,Mercedes-Benz,1.6094379124341003
 GLA Class,9.903287532533462,Semi-Auto,9.896865676227241,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.6094379124341003
 GLE Class,10.16569795901424,Semi-Auto,11.152579505377,Hybrid,95.0,76.4,3.0,Mercedes-Benz,1.791759469228055
 A Class,9.851983709669012,Semi-Auto,9.398726833332388,Diesel,145.0,65.7,1.5,Mercedes-Benz,1.0986122886681098
 M Class,9.797904789961063,Semi-Auto,10.685789644406967,Diesel,175.0,39.2,3.0,Mercedes-Benz,2.0794415416798357
 C Class,10.29200993991398,Automatic,8.517193191416238,Diesel,145.0,64.2,2.0,Mercedes-Benz,1.0986122886681098
 V Class,10.515356887954205,Semi-Auto,5.303304908059076,Diesel,145.0,36.7,2.0,Mercedes-Benz,1.0986122886681098
 C Class,9.998615897627705,Semi-Auto,9.507329003748263,Diesel,95.0,64.2,2.1,Mercedes-Benz,1.791759469228055
 CL Class,9.33184978937338,Manual,10.90133983805309,Petrol,125.0,50.4,1.6,Mercedes-Benz,2.1972245773362196
 CL Class,9.725616079415785,Manual,10.505834368769577,Petrol,125.0,51.4,1.6,Mercedes-Benz,1.791759469228055
 GLA Class,9.833118734869245,Semi-Auto,9.924416995717158,Diesel,125.0,56.5,2.1,Mercedes-Benz,1.791759469228055
 GLC Class,10.264617557935098,Semi-Auto,9.469700127423375,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.6094379124341003
 E Class,9.711055051991444,Semi-Auto,10.521345294054358,Diesel,125.0,56.5,2.1,Mercedes-Benz,1.791759469228055
 GLA Class,9.952230096524119,Semi-Auto,9.409109260148737,Petrol,150.0,48.7,1.6,Mercedes-Benz,1.3862943611198906
 B Class,9.392578591964389,Manual,10.702817410686135,Diesel,95.0,65.7,2.1,Mercedes-Benz,1.6094379124341003
 B Class,9.74090979777877,Semi-Auto,7.684783943522785,Diesel,150.0,68.9,2.1,Mercedes-Benz,1.6094379124341003
 E Class,9.615538777855802,Semi-Auto,10.578750763997512,Diesel,125.0,58.9,2.1,Mercedes-Benz,1.9459101490553132
 GLC Class,10.29200993991398,Semi-Auto,10.275085591132715,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.6094379124341003
 C Class,10.10834492616302,Automatic,9.425290448261865,Diesel,145.0,58.9,2.1,Mercedes-Benz,1.3862943611198906
 C Class,10.098067006725584,Automatic,8.710124927322207,Petrol,145.0,45.6,1.5,Mercedes-Benz,1.0986122886681098
 E Class,9.740733301234702,Automatic,10.540037926231284,Diesel,145.0,72.4,2.0,Mercedes-Benz,1.6094379124341003
 A Class,9.927985024136515,Semi-Auto,9.200087995511831,Petrol,175.0,42.8,2.0,Mercedes-Benz,1.791759469228055
 E Class,9.973806211445082,Automatic,9.510741216835738,Diesel,145.0,65.7,2.0,Mercedes-Benz,1.6094379124341003
 A Class,9.95208722237219,Semi-Auto,9.20693457884135,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.3862943611198906
 SL CLASS,10.515356887954205,Semi-Auto,8.144388865547622,Petrol,145.0,36.7,3.0,Mercedes-Benz,1.0986122886681098
 B Class,9.510148624225804,Semi-Auto,10.357774570341576,Diesel,150.0,70.6,1.5,Mercedes-Benz,1.3862943611198906
 GLC Class,10.22824862322933,Semi-Auto,8.181440695719374,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.6094379124341003
 E Class,10.106265117897465,Semi-Auto,9.19023970026918,Diesel,145.0,72.4,2.0,Mercedes-Benz,1.0986122886681098
 C Class,9.893235176071776,Semi-Auto,9.952325334619427,Diesel,95.0,64.2,2.1,Mercedes-Benz,1.6094379124341003
 GLC Class,10.363945768938333,Semi-Auto,8.359603270841466,Diesel,145.0,41.5,2.1,Mercedes-Benz,1.0986122886681098
 C Class,9.903287532533462,Semi-Auto,10.513660649802818,Petrol,145.0,48.7,2.0,Mercedes-Benz,1.6094379124341003
 C Class,9.644068945357207,Semi-Auto,10.828678559197003,Diesel,95.0,65.7,1.6,Mercedes-Benz,1.791759469228055
 GLC Class,10.16569795901424,Semi-Auto,9.99884318585288,Diesel,125.0,56.5,2.1,Mercedes-Benz,1.791759469228055
 A Class,9.769727562356604,Semi-Auto,10.714439990727769,Diesel,95.0,67.3,2.1,Mercedes-Benz,1.791759469228055
 A Class,9.717639785965615,Automatic,9.91581130222496,Petrol,145.0,52.3,1.6,Mercedes-Benz,1.3862943611198906
 A Class,10.05539285624928,Semi-Auto,8.867568333206442,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 A Class,10.043075566743182,Semi-Auto,9.23327534325868,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 C Class,10.433998149618517,Semi-Auto,3.4339872044851463,Diesel,145.0,64.2,2.0,Mercedes-Benz,0.6931471805599453
 E Class,10.442346543814823,Semi-Auto,3.713572066704308,Diesel,145.0,65.7,2.0,Mercedes-Benz,1.0986122886681098
 CL Class,9.998615897627705,Semi-Auto,8.555451903533328,Diesel,150.0,67.3,2.1,Mercedes-Benz,1.3862943611198906
 C Class,10.16569795901424,Semi-Auto,9.99884318585288,Diesel,145.0,55.4,2.0,Mercedes-Benz,1.0986122886681098
 E Class,9.841399360222706,Semi-Auto,10.596659732783579,Diesel,95.0,65.7,2.0,Mercedes-Benz,1.6094379124341003
 B Class,9.60918360377546,Semi-Auto,10.3184408385166,Diesel,145.0,68.9,1.5,Mercedes-Benz,1.6094379124341003
 C Class,10.142543822310387,Semi-Auto,9.594445640962938,Petrol,145.0,45.6,1.5,Mercedes-Benz,1.0986122886681098
 E Class,10.419300717813158,Semi-Auto,7.5678626054638825,Diesel,145.0,45.6,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.085809109330082,Automatic,7.504942068396171,Diesel,145.0,56.5,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.188666494769791,Automatic,7.356918242356021,Diesel,145.0,60.1,1.6,Mercedes-Benz,1.0986122886681098
 GLA Class,10.085642428772983,Automatic,7.88193748927207,Petrol,145.0,37.2,1.6,Mercedes-Benz,1.0986122886681098
 B Class,10.085809109330082,Automatic,6.55250788703459,Diesel,145.0,55.4,2.0,Mercedes-Benz,1.0986122886681098
 GLA Class,10.064585472878456,Automatic,10.643279740919118,Petrol,175.0,37.7,2.0,Mercedes-Benz,1.9459101490553132
 C Class,10.373491181781864,Semi-Auto,8.53915035876828,Petrol,145.0,42.2,2.0,Mercedes-Benz,1.0986122886681098
 E Class,10.302263672493496,Automatic,7.845416036592485,Diesel,145.0,70.6,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.25061708363133,Automatic,7.04141166379481,Petrol,145.0,44.1,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.46310334047155,Semi-Auto,7.43307534889858,Petrol,145.0,36.7,2.0,Mercedes-Benz,1.0986122886681098
 GLC Class,10.344963098167325,Semi-Auto,9.314430080500564,Diesel,145.0,41.5,2.1,Mercedes-Benz,1.0986122886681098
 B Class,9.9281801651265,Automatic,9.671681590643265,Petrol,145.0,45.6,1.3,Mercedes-Benz,1.0986122886681098
 C Class,10.077440859659566,Automatic,8.659213451436667,Petrol,145.0,45.6,1.5,Mercedes-Benz,1.0986122886681098
 A Class,9.667765219015058,Manual,9.838949031398556,Petrol,145.0,49.6,1.6,Mercedes-Benz,1.791759469228055
 C Class,10.025616685769192,Semi-Auto,10.059080049588058,Diesel,145.0,65.7,2.1,Mercedes-Benz,1.6094379124341003
 SL CLASS,9.740497924041666,Semi-Auto,10.647969276632866,Petrol,145.0,47.9,2.0,Mercedes-Benz,1.791759469228055
 CLS Class,9.73849497786395,Automatic,10.62750335675854,Diesel,125.0,57.7,2.1,Mercedes-Benz,1.791759469228055
 C Class,9.69713966113932,Automatic,10.55698392746628,Petrol,145.0,49.6,2.0,Mercedes-Benz,1.9459101490553132
 C Class,10.308952660644293,Semi-Auto,8.571113033405668,Diesel,145.0,54.3,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.257659366256743,Automatic,7.881182202227102,Petrol,145.0,47.1,1.5,Mercedes-Benz,1.0986122886681098
 C Class,10.292145542327912,Automatic,7.424761761823209,Diesel,145.0,51.4,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.335269968961667,Automatic,7.502738210754851,Petrol,145.0,46.3,1.5,Mercedes-Benz,1.0986122886681098
 E Class,10.413312675968536,Automatic,8.286521373681236,Diesel,145.0,42.8,2.0,Mercedes-Benz,1.0986122886681098
 E Class,10.419300717813158,Automatic,8.265650165580329,Diesel,145.0,45.6,2.0,Mercedes-Benz,1.0986122886681098
 E Class,10.499573020252942,Automatic,6.913737350659685,Diesel,145.0,57.7,2.0,Mercedes-Benz,1.0986122886681098
 E Class,10.413312675968536,Automatic,7.891704659330107,Diesel,145.0,42.8,2.0,Mercedes-Benz,1.0986122886681098
 GLA Class,10.069001991013701,Semi-Auto,9.09504174761272,Petrol,145.0,36.2,1.6,Mercedes-Benz,1.0986122886681098
 C Class,10.373491181781864,Automatic,7.001245622069476,Diesel,145.0,51.4,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.30865261563529,Automatic,9.081369990679223,Petrol,145.0,40.9,2.0,Mercedes-Benz,1.6094379124341003
 A Class,10.06475570013225,Semi-Auto,7.449498005382849,Diesel,145.0,67.3,1.5,Mercedes-Benz,1.0986122886681098
 CL Class,9.786953736280177,Semi-Auto,10.64034056535614,Diesel,95.0,67.3,2.1,Mercedes-Benz,1.6094379124341003
 E Class,9.546812608597396,Semi-Auto,10.448743588106625,Diesel,125.0,57.7,2.1,Mercedes-Benz,2.0794415416798357
 A Class,9.38429367909962,Manual,10.472374515715389,Diesel,95.0,72.4,1.5,Mercedes-Benz,1.9459101490553132
 C Class,9.966462351697517,Semi-Auto,8.635687085464026,Diesel,150.0,60.1,2.1,Mercedes-Benz,1.3862943611198906
 S Class,10.165851817003619,Semi-Auto,11.074715033048978,Diesel,175.0,48.7,3.0,Mercedes-Benz,1.9459101490553132
 A Class,9.510148624225804,Semi-Auto,11.026808713825016,Petrol,145.0,49.6,1.6,Mercedes-Benz,2.0794415416798357
 A Class,9.851983709669012,Semi-Auto,9.732580600557428,Diesel,150.0,65.7,1.5,Mercedes-Benz,1.3862943611198906
 GLA Class,9.769727562356604,Semi-Auto,10.968215530759236,Diesel,125.0,56.5,2.1,Mercedes-Benz,1.9459101490553132
 C Class,10.158129770909708,Automatic,7.686162303492906,Petrol,145.0,47.1,1.5,Mercedes-Benz,1.0986122886681098
 C Class,9.725138096494574,Automatic,10.414843035901725,Diesel,95.0,64.2,2.1,Mercedes-Benz,1.9459101490553132
 GLE Class,10.515356887954205,Semi-Auto,9.978919647651981,Hybrid,135.0,76.4,3.0,Mercedes-Benz,1.6094379124341003
 C Class,10.034778938217304,Automatic,9.329011901693681,Diesel,145.0,67.3,2.1,Mercedes-Benz,1.3862943611198906
 GLE Class,10.290211469825051,Semi-Auto,10.300449948152544,Diesel,145.0,47.9,2.1,Mercedes-Benz,1.3862943611198906
 A Class,10.041813682016414,Automatic,8.170751423757535,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 GL Class,10.27097384268651,Semi-Auto,10.714439990727769,Diesel,175.0,36.2,3.0,Mercedes-Benz,1.9459101490553132
 GLC Class,10.343772679288913,Automatic,9.461954755266087,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.0986122886681098
 GLE Class,10.263711192398603,Semi-Auto,10.290381275058857,Diesel,145.0,42.8,3.0,Mercedes-Benz,1.6094379124341003
 GLC Class,10.37527084723745,Automatic,9.535896096856046,Diesel,145.0,42.2,2.1,Mercedes-Benz,1.0986122886681098
 C Class,10.144353136837955,Automatic,9.697815482133922,Petrol,145.0,47.1,1.5,Mercedes-Benz,1.0986122886681098
 C Class,10.018823151216033,Automatic,8.617400451833262,Petrol,145.0,45.6,1.5,Mercedes-Benz,1.0986122886681098
 GLE Class,10.187650941676283,Automatic,10.443891395830875,Diesel,175.0,42.8,3.0,Mercedes-Benz,1.791759469228055
 E Class,10.156772260762324,Semi-Auto,8.927314111060596,Diesel,145.0,67.3,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.352746235642707,Automatic,10.45126208008032,Petrol,175.0,35.3,3.0,Mercedes-Benz,1.791759469228055
 E Class,9.883947890661512,Semi-Auto,9.858490186605392,Diesel,95.0,72.4,2.0,Mercedes-Benz,1.791759469228055
 C Class,10.045724689956613,Automatic,10.059593462511671,Diesel,145.0,65.7,2.1,Mercedes-Benz,1.6094379124341003
 C Class,10.338511462885837,Automatic,6.7580945044277305,Petrol,145.0,46.3,1.5,Mercedes-Benz,1.0986122886681098
 CLS Class,10.191781937486343,Semi-Auto,9.367429587218957,Diesel,145.0,51.4,3.0,Mercedes-Benz,1.3862943611198906
 C Class,9.50397966490209,Semi-Auto,10.906817994331865,Petrol,125.0,53.3,2.0,Mercedes-Benz,1.791759469228055
 C Class,9.70826311038665,Semi-Auto,11.152579505377,Diesel,95.0,61.4,2.1,Mercedes-Benz,1.791759469228055
 B Class,9.769899015421748,Manual,8.360305435879093,Petrol,145.0,49.6,1.6,Mercedes-Benz,1.0986122886681098
 GLC Class,10.284694120497512,Semi-Auto,9.8853744971092,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.791759469228055
 E Class,10.10565258546514,Semi-Auto,9.889794225404126,Diesel,145.0,51.4,3.0,Mercedes-Benz,1.6094379124341003
 E Class,10.403686917060819,Semi-Auto,9.066008001086264,Diesel,145.0,57.7,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.32485881766135,Semi-Auto,10.843865835939344,Petrol,175.0,34.5,3.2,Mercedes-Benz,1.791759469228055
 GLA Class,9.824498456285756,Semi-Auto,10.413702990176423,Petrol,145.0,50.4,1.6,Mercedes-Benz,1.3862943611198906
 A Class,9.566685261452934,Manual,10.542310534365473,Diesel,95.0,72.4,1.5,Mercedes-Benz,1.6094379124341003
 GLC Class,10.515356887954205,Semi-Auto,8.29853954537488,Petrol,145.0,23.550000000000008,3.2,Mercedes-Benz,1.0986122886681098
 GLC Class,10.184182773688342,Semi-Auto,10.463446138852328,Diesel,125.0,56.5,2.1,Mercedes-Benz,1.791759469228055
 C Class,10.515356887954205,Semi-Auto,8.40357646462927,Petrol,145.0,29.7,3.0,Mercedes-Benz,0.6931471805599453
 GLE Class,10.256992477269039,Semi-Auto,9.90193635004339,Diesel,175.0,42.8,3.0,Mercedes-Benz,1.791759469228055
 E Class,10.515356887954205,Automatic,4.330733340286331,Petrol,145.0,30.1,3.2,Mercedes-Benz,1.0986122886681098
 B Class,10.246758057051174,Semi-Auto,8.517393171418904,Petrol,145.0,37.7,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.264896274447372,Semi-Auto,7.500529485395295,Diesel,145.0,60.1,1.6,Mercedes-Benz,1.0986122886681098
 A Class,9.597166175865409,Manual,10.502790977565914,Diesel,95.0,68.9,1.5,Mercedes-Benz,1.791759469228055
 GLC Class,10.48355001802591,Automatic,9.033722518098907,Diesel,145.0,44.8,2.0,Mercedes-Benz,1.0986122886681098
 M Class,9.886493976159556,Semi-Auto,10.567051430554399,Diesel,175.0,44.8,2.1,Mercedes-Benz,2.0794415416798357
 C Class,10.142622556268384,Semi-Auto,9.69356866855007,Petrol,145.0,42.2,2.0,Mercedes-Benz,1.6094379124341003
 C Class,10.01695015744693,Semi-Auto,9.958165113826825,Diesel,95.0,67.3,2.1,Mercedes-Benz,1.9459101490553132
 C Class,10.083848855954896,Automatic,9.910612112478423,Diesel,145.0,58.9,2.1,Mercedes-Benz,1.6094379124341003
 C Class,9.766751028962657,Semi-Auto,10.930926021749713,Diesel,125.0,60.1,2.1,Mercedes-Benz,1.791759469228055
 E Class,10.042423066556905,Semi-Auto,9.800291359707678,Diesel,145.0,65.7,2.0,Mercedes-Benz,1.6094379124341003
 E Class,10.02042578700401,Semi-Auto,9.801510196423664,Diesel,145.0,61.4,2.0,Mercedes-Benz,1.6094379124341003
 GLE Class,10.515356887954205,Semi-Auto,8.31996102188653,Diesel,145.0,36.7,2.0,Mercedes-Benz,1.0986122886681098
 GLA Class,9.739850350946302,Semi-Auto,10.571086129249698,Diesel,125.0,56.5,2.1,Mercedes-Benz,1.9459101490553132
 A Class,9.70996348123418,Semi-Auto,9.346356175893625,Diesel,95.0,70.6,2.1,Mercedes-Benz,1.6094379124341003
 C Class,10.433556823868823,Semi-Auto,9.545669097895317,Petrol,145.0,35.3,3.0,Mercedes-Benz,1.3862943611198906
 C Class,9.985113621416073,Semi-Auto,10.048237036422325,Diesel,145.0,60.1,2.1,Mercedes-Benz,1.6094379124341003
 SLK,9.70996348123418,Semi-Auto,10.335821764746314,Diesel,95.0,70.6,2.0,Mercedes-Benz,1.791759469228055
 E Class,9.902537101000133,Semi-Auto,9.865733762924211,Diesel,125.0,58.9,2.1,Mercedes-Benz,1.6094379124341003
 E Class,10.403686917060819,Semi-Auto,9.29403793099775,Petrol,145.0,40.4,2.0,Mercedes-Benz,1.3862943611198906
 E Class,9.722385252146903,Automatic,10.471978128496518,Petrol,160.0,46.3,2.0,Mercedes-Benz,1.791759469228055
 GLE Class,10.30668342120025,Semi-Auto,9.812687188209631,Diesel,175.0,47.9,2.1,Mercedes-Benz,1.6094379124341003
 C Class,10.338867386592495,Semi-Auto,9.376786579611847,Diesel,145.0,55.4,2.0,Mercedes-Benz,1.0986122886681098
 GLA Class,9.997933722828073,Semi-Auto,9.180808569370145,Petrol,145.0,44.8,1.6,Mercedes-Benz,1.0986122886681098
 A Class,9.917439766154132,Semi-Auto,9.520248603186129,Diesel,145.0,65.7,1.5,Mercedes-Benz,1.0986122886681098
 E Class,10.476752620919227,Semi-Auto,8.255048902752295,Diesel,145.0,57.7,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.203629181337648,Semi-Auto,8.951828676824181,Petrol,145.0,44.1,2.0,Mercedes-Benz,1.0986122886681098
 E Class,10.515356887954205,Automatic,8.798454696065095,Diesel,145.0,45.6,2.0,Mercedes-Benz,0.6931471805599453
 B Class,10.257378625098244,Semi-Auto,7.1929342212158,Diesel,145.0,55.4,2.0,Mercedes-Benz,0.6931471805599453
 GLC Class,10.515356887954205,Semi-Auto,8.428799040653642,Diesel,145.0,40.9,2.0,Mercedes-Benz,0.6931471805599453
 GLA Class,10.277358789053114,Semi-Auto,7.43955930913332,Petrol,145.0,37.2,1.6,Mercedes-Benz,0.6931471805599453
 CL Class,9.644911105223,Semi-Auto,10.824586705402588,Petrol,125.0,51.4,1.6,Mercedes-Benz,1.9459101490553132
 E Class,10.15739306550038,Semi-Auto,9.577133949436078,Diesel,145.0,72.4,2.0,Mercedes-Benz,1.0986122886681098
 CL Class,10.165120780630861,Semi-Auto,9.552936675305356,Diesel,145.0,51.4,2.2,Mercedes-Benz,1.0986122886681098
 B Class,9.997933722828073,Semi-Auto,9.371523409567573,Petrol,145.0,45.6,1.3,Mercedes-Benz,1.0986122886681098
 E Class,9.851193757814993,Semi-Auto,10.406684149137627,Diesel,95.0,72.4,2.0,Mercedes-Benz,1.791759469228055
 E Class,10.145688355383795,Semi-Auto,9.46923709299621,Diesel,145.0,72.4,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.042423066556905,Semi-Auto,8.915029272359911,Petrol,145.0,44.1,1.5,Mercedes-Benz,1.0986122886681098
 B Class,9.545454543987825,Manual,9.76445534384057,Diesel,145.0,68.9,1.5,Mercedes-Benz,1.6094379124341003
 GLC Class,10.308319126670684,Semi-Auto,8.19863945529737,Diesel,145.0,41.5,2.1,Mercedes-Benz,1.0986122886681098
 C Class,10.11378899583704,Semi-Auto,9.286930974137896,Petrol,145.0,45.6,1.5,Mercedes-Benz,1.0986122886681098
 A Class,9.840600999480937,Semi-Auto,9.827146319279406,Diesel,145.0,65.7,1.5,Mercedes-Benz,1.0986122886681098
 A Class,9.92725290608639,Semi-Auto,9.239122173401634,Diesel,145.0,65.7,1.5,Mercedes-Benz,1.0986122886681098
 C Class,9.951372545256701,Semi-Auto,9.492054672648171,Diesel,145.0,61.4,2.0,Mercedes-Benz,1.0986122886681098
 E Class,10.125870814903928,Semi-Auto,10.239745480480591,Diesel,145.0,65.7,2.0,Mercedes-Benz,1.6094379124341003
 E Class,10.042423066556905,Semi-Auto,10.400072254011777,Diesel,145.0,61.4,2.0,Mercedes-Benz,1.6094379124341003
 E Class,10.372897255442528,Semi-Auto,9.508665604526444,Diesel,145.0,70.6,2.0,Mercedes-Benz,1.3862943611198906
 CLS Class,10.39821428171237,Semi-Auto,9.54072267395999,Diesel,145.0,48.7,2.9,Mercedes-Benz,1.3862943611198906
 GLA Class,10.012386799492118,Semi-Auto,9.277438115508676,Diesel,145.0,67.3,2.1,Mercedes-Benz,1.3862943611198906
 GLC Class,10.085017129129874,Semi-Auto,10.698604506679791,Diesel,125.0,56.5,2.1,Mercedes-Benz,1.791759469228055
 A Class,9.580592724328602,Manual,10.061943238228102,Diesel,95.0,72.4,1.5,Mercedes-Benz,1.6094379124341003
 E Class,10.515356887954205,Semi-Auto,8.006367567650246,Diesel,145.0,57.7,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.308319126670684,Semi-Auto,7.6004023345004,Petrol,145.0,47.1,1.5,Mercedes-Benz,1.0986122886681098
 GLC Class,10.515356887954205,Semi-Auto,7.6004023345004,Petrol,145.0,23.550000000000008,3.2,Mercedes-Benz,1.0986122886681098
 GLB Class,10.515356887954205,Semi-Auto,3.4011973816621555,Diesel,145.0,46.3,2.0,Mercedes-Benz,0.6931471805599453
 B Class,9.728002573001161,Semi-Auto,9.17014318222477,Diesel,145.0,68.9,1.5,Mercedes-Benz,1.6094379124341003
 E Class,10.10565258546514,Semi-Auto,9.58107599956325,Diesel,145.0,72.4,2.0,Mercedes-Benz,1.0986122886681098
 E Class,10.117832509493988,Semi-Auto,9.446992273315185,Diesel,145.0,72.4,2.0,Mercedes-Benz,1.0986122886681098
 E Class,10.291501267030537,Semi-Auto,8.688285266258644,Diesel,145.0,58.9,2.0,Mercedes-Benz,1.0986122886681098
 E Class,9.532423871145296,Semi-Auto,11.000014334713216,Diesel,125.0,57.7,2.1,Mercedes-Benz,2.0794415416798357
 E Class,9.680344001221918,Semi-Auto,10.15766454643051,Diesel,125.0,60.1,2.1,Mercedes-Benz,1.9459101490553132
 C Class,9.648337205086833,Automatic,11.152579505377,Hybrid,95.0,86.35,2.0,Mercedes-Benz,1.791759469228055
 C Class,9.38437770918244,Semi-Auto,10.431936961055667,Petrol,160.0,44.8,1.6,Mercedes-Benz,2.1972245773362196
 CLS Class,9.902537101000133,Semi-Auto,10.309119313423613,Diesel,125.0,57.7,2.1,Mercedes-Benz,1.6094379124341003
 E Class,10.476752620919227,Semi-Auto,7.595889917718538,Diesel,145.0,42.8,2.0,Mercedes-Benz,0.6931471805599453
 B Class,10.125870814903928,Semi-Auto,7.595889917718538,Diesel,145.0,55.4,2.0,Mercedes-Benz,0.6931471805599453
 C Class,10.515356887954205,Semi-Auto,8.294049640102028,Petrol,145.0,29.7,3.0,Mercedes-Benz,1.0986122886681098
 CL Class,10.221977646629885,Semi-Auto,8.421783006611578,Petrol,145.0,39.8,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.32551474894327,Semi-Auto,7.652545692693921,Diesel,145.0,61.4,2.0,Mercedes-Benz,1.0986122886681098
 C Class,9.523763287920113,Manual,10.618420686417931,Diesel,95.0,70.6,1.6,Mercedes-Benz,1.791759469228055
 C Class,10.045898158017241,Semi-Auto,10.233905786321381,Diesel,125.0,61.4,2.1,Mercedes-Benz,1.791759469228055
